"Deine Klassenstufe/Lehrer","In welche Shops/Läden würdest du vorzugsweise gehen? ","Was würdest du in einem Fast Food-Restaurant bestellen","Was würdest du beim Bäcker bestellen?","Was würdest du im Kasino vorzugsweise spielen?","Was würdest du dir in einem Fanartikel-Shop kaufen?","Was würdest du dir in einem Sportladen kaufen?","Was ist deine Lieblingsfarbe?","Was würdest du eher in einem Webshop herunterladen?","Timestamp","Zuletzt aktualisiert","Erstellt von","Aktualisiert von","Entwurf","IP-Adresse","ID","Schlüssel"
"9-10","Fast Food-Restaurant, Supermarkt, Webshop","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","PNG (Ein Bild)","2019-05-10 09:59:48","2019-05-10 09:59:48","","","0","","1056","q5age"
"9-10","Kasino, Sportladen","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 10:00:08","2019-05-10 10:00:08","","","0","","1057","uun7z"
"9-10","Fast Food-Restaurant","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:00:45","2019-05-10 10:00:45","","","0","","1058","q6b50"
"9-10","Sportladen","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:00:55","2019-05-10 10:00:55","","","0","","1059","a08z9"
"9-10","Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:01:14","2019-05-10 10:01:14","","","0","","1060","kbwav"
"9-10","Fast Food-Restaurant, Sportladen, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:01:16","2019-05-10 10:01:16","","","0","","1061","jubhz"
"9-10","Supermarkt","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 10:02:07","2019-05-10 10:02:07","","","0","","1062","68jq6"
"9-10","Fast Food-Restaurant, Sportladen, Supermarkt, Webshop","Currywurst","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:02:43","2019-05-10 10:02:43","","","0","","1063","hrjda"
"9-10","Fast Food-Restaurant, Kasino, Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:02:48","2019-05-10 10:02:48","","","0","","1064","hbuvr"
"9-10","Fast Food-Restaurant, Bäcker, Webshop","Currywurst","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 10:02:49","2019-05-10 10:02:49","","","0","","1065","fhn7j"
"9-10","Kasino","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-10 10:03:02","2019-05-10 10:03:02","","","0","","1066","70cjz"
"9-10","Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:32:09","2019-05-10 10:32:09","","","0","","1067","kcbpt"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 10:32:26","2019-05-10 10:32:26","","","0","","1068","q7qfm"
"9-10","Fast Food-Restaurant","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:32:34","2019-05-10 10:32:34","","","0","","1069","lju64"
"9-10","Fast Food-Restaurant, Sportladen","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 10:32:38","2019-05-10 10:32:38","","","0","","1070","b6zs3"
"9-10","Webshop","Dinokeule (Chicken Nuggets)","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:32:39","2019-05-10 10:32:39","","","0","","1071","18uq8"
"9-10","Bäcker, Kasino, Sportladen","Veganer Salat","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:33:06","2019-05-10 10:33:06","","","0","","1072","clgzj"
"9-10","Fanartikel-Shop","Currywurst","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:33:24","2019-05-10 10:33:24","","","0","","1073","jjjsz"
"9-10","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 10:33:51","2019-05-10 10:33:51","","","0","","1074","d2yfm"
"9-10","Sportladen","Veganer Salat","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:33:57","2019-05-10 10:33:57","","","0","","1075","j77eh"
"9-10","Bäcker, Supermarkt, Webshop","Dinokeule (Chicken Nuggets)","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:34:06","2019-05-10 10:34:06","","","0","","1076","3rscz"
"9-10","Sportladen","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 10:34:09","2019-05-10 10:34:09","","","0","","1077","1z5ow"
"9-10","Fast Food-Restaurant, Bäcker, Fanartikel-Shop, Sportladen","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","PNG (Ein Bild)","2019-05-10 10:34:34","2019-05-10 10:34:34","","","0","","1078","mym02"
"9-10","Fast Food-Restaurant, Sportladen, Webshop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-10 10:34:49","2019-05-10 10:34:49","","","0","","1079","y742a"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 10:35:10","2019-05-10 10:35:10","","","0","","1080","mmwdy"
"9-10","Webshop","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:36:04","2019-05-10 10:36:04","","","0","","1081","jd2lf"
"9-10","Fast Food-Restaurant","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 10:36:04","2019-05-10 10:36:04","","","0","","1082","kphxi"
"9-10","Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 10:36:10","2019-05-10 10:36:10","","","0","","1083","3rbw8"
"9-10","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-10 10:36:11","2019-05-10 10:36:11","","","0","","1084","n64us"
"9-10","Bäcker","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:38:05","2019-05-10 10:38:05","","","0","","1085","6c3be"
"7-8","Fast Food-Restaurant","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 10:44:29","2019-05-10 10:44:29","","","0","","1086","wyp0u"
"7-8","Sportladen","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 10:44:51","2019-05-10 10:44:51","","","0","","1087","ujvzx"
"7-8","Bäcker","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 10:45:25","2019-05-10 10:45:25","","","0","","1088","molwv"
"Lehrer","Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 10:45:26","2019-05-10 10:45:26","","","0","","1089","74s6l"
"7-8","Fast Food-Restaurant, Fanartikel-Shop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","PNG (Ein Bild)","2019-05-10 10:46:12","2019-05-10 10:46:12","","","0","","1090","v0tez"
"7-8","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 10:46:12","2019-05-10 10:46:12","","","0","","1091","viefl"
"7-8","Fast Food-Restaurant","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:46:13","2019-05-10 10:46:13","","","0","","1092","fanve"
"Lehrer","Supermarkt","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:46:44","2019-05-10 10:46:44","","","0","","1093","xfjpv"
"7-8","Fast Food-Restaurant","Dinokeule (Chicken Nuggets)","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 10:47:04","2019-05-10 10:47:04","","","0","","1094","esoo6"
"7-8","Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 10:47:30","2019-05-10 10:47:30","","","0","","1095","p2ewm"
"7-8","Fast Food-Restaurant","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 10:47:41","2019-05-10 10:47:41","","","0","","1096","l94cn"
"7-8","Fast Food-Restaurant","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 10:47:51","2019-05-10 10:47:51","","","0","","1097","wynk5"
"7-8","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 10:47:55","2019-05-10 10:47:55","","","0","","1098","3x9q6"
"7-8","Sportladen, Webshop","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:48:17","2019-05-10 10:48:17","","","0","","1099","t4idj"
"7-8","Fast Food-Restaurant, Sportladen, Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:49:14","2019-05-10 10:49:14","","","0","","1100","uvso"
"7-8","Fast Food-Restaurant, Sportladen","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:49:31","2019-05-10 10:49:31","","","0","","1101","3mwwu"
"7-8","Fast Food-Restaurant, Fanartikel-Shop","Pommes","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 10:49:39","2019-05-10 10:49:39","","","0","","1102","3yxyd"
"7-8","Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 10:49:54","2019-05-10 10:49:54","","","0","","1103","fccvj"
"7-8","Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 10:50:20","2019-05-10 10:50:20","","","0","","1104","vsu0l"
"7-8","Supermarkt, Webshop","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-10 10:50:27","2019-05-10 10:50:27","","","0","","1105","sy1ig"
"7-8","Webshop","Veganer Salat","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","PNG (Ein Bild)","2019-05-10 10:50:41","2019-05-10 10:50:41","","","0","","1106","isl6j"
"7-8","Fast Food-Restaurant, Kasino, Fanartikel-Shop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Rot","PNG (Ein Bild)","2019-05-10 10:50:46","2019-05-10 10:50:46","","","0","","1107","5wx6w"
"7-8","Supermarkt, Webshop","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 10:52:45","2019-05-10 10:52:45","","","0","","1108","zeu5s"
"7-8","Fast Food-Restaurant, Fanartikel-Shop, Webshop","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 10:53:02","2019-05-10 10:53:02","","","0","","1109","z1xx5"
"7-8","Bäcker, Sportladen, Supermarkt","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-10 10:53:02","2019-05-10 10:53:02","","","0","","1110","dppgc"
"9-10","Bäcker, Sportladen, Webshop","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:56:03","2019-05-10 10:56:03","","","0","","1111","svh2b"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Veganer Salat","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 10:56:14","2019-05-10 10:56:14","","","0","","1112","jvujb"
"9-10","Sportladen, Supermarkt, Webshop","Veganer Salat","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:56:37","2019-05-10 10:56:37","","","0","","1113","87cl0"
"9-10","Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:56:46","2019-05-10 10:56:46","","","0","","1114","er3kn"
"9-10","Sportladen, Webshop","Dinokeule (Chicken Nuggets)","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:57:33","2019-05-10 10:57:33","","","0","","1115","z1fye"
"9-10","Kasino, Sportladen","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","PNG (Ein Bild)","2019-05-10 10:57:35","2019-05-10 10:57:35","","","0","","1116","ysfko"
"9-10","Fast Food-Restaurant, Bäcker, Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:57:35","2019-05-10 10:57:35","","","0","","1117","aqk2x"
"9-10","Sportladen, Webshop","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:58:11","2019-05-10 10:58:11","","","0","","1118","ox5co"
"11","Fast Food-Restaurant, Bäcker, Sportladen","Fleischklopsbrötchen (Boulette/Frikadelle)","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 10:58:47","2019-05-10 10:58:47","","","0","","1119","au04u"
"9-10","Fast Food-Restaurant, Bäcker, Fanartikel-Shop, Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 10:59:06","2019-05-10 10:59:06","","","0","","1120","xn8u"
"9-10","Bäcker, Webshop","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 10:59:19","2019-05-10 10:59:19","","","0","","1121","6gfby"
"5-6","Kasino","Fleischklopsbrötchen (Boulette/Frikadelle)","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Violett","PNG (Ein Bild)","2019-05-10 10:59:25","2019-05-10 10:59:25","","","0","","1122","3mh3i"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 10:59:57","2019-05-10 10:59:57","","","0","","1123","1oghd"
"9-10","Sportladen","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:00:17","2019-05-10 11:00:17","","","0","","1124","kf90d"
"9-10","Kasino, Fanartikel-Shop, Sportladen","Veganer Salat","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:00:50","2019-05-10 11:00:50","","","0","","1125","vtgul"
"9-10","Bäcker","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:01:01","2019-05-10 11:01:01","","","0","","1126","gjah"
"9-10","Webshop","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:01:22","2019-05-10 11:01:22","","","0","","1127","etjiq"
"9-10","Fanartikel-Shop, Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-10 11:01:25","2019-05-10 11:01:25","","","0","","1128","a1txh"
"9-10","Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:01:35","2019-05-10 11:01:35","","","0","","1129","bp351"
"9-10","Supermarkt, Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:02:20","2019-05-10 11:02:20","","","0","","1130","iphqg"
"9-10","Webshop","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:02:46","2019-05-10 11:02:46","","","0","","1131","zvnwe"
"9-10","Fast Food-Restaurant","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:03:13","2019-05-10 11:03:13","","","0","","1132","wsiyr"
"9-10","Supermarkt","Veganer Salat","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 11:05:16","2019-05-10 11:05:16","","","0","","1133","5nbtl"
"9-10","Fast Food-Restaurant","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 11:05:56","2019-05-10 11:05:56","","","0","","1134","mcxuc"
"9-10","Sportladen","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:06:14","2019-05-10 11:06:14","","","0","","1135","vor38"
"9-10","Bäcker, Fanartikel-Shop, Supermarkt, Webshop","Currywurst","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:06:47","2019-05-10 11:06:47","","","0","","1136","10jeo"
"9-10","Sportladen","Veganer Salat","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-10 11:06:50","2019-05-10 11:06:50","","","0","","1137","73ces"
"9-10","Fast Food-Restaurant","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:07:05","2019-05-10 11:07:05","","","0","","1138","8gsdf"
"9-10","Supermarkt","Veganer Salat","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 11:07:13","2019-05-10 11:07:13","","","0","","1139","i8ur2"
"9-10","Bäcker, Sportladen, Supermarkt","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:07:52","2019-05-10 11:07:52","","","0","","1140","5gdw3"
"9-10","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:08:20","2019-05-10 11:08:20","","","0","","1141","zkf9i"
"9-10","Bäcker, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:08:45","2019-05-10 11:08:45","","","0","","1142","n04rg"
"9-10","Sportladen, Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-10 11:09:00","2019-05-10 11:09:00","","","0","","1143","oa08q"
"9-10","Sportladen","Dinokeule (Chicken Nuggets)","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:09:03","2019-05-10 11:09:03","","","0","","1144","szt7f"
"9-10","Sportladen","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 11:09:04","2019-05-10 11:09:04","","","0","","1145","obedg"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Currywurst","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:09:20","2019-05-10 11:09:20","","","0","","1146","7v16z"
"9-10","Sportladen","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:09:38","2019-05-10 11:09:38","","","0","","1147","s1r4k"
"9-10","Bäcker, Kasino, Supermarkt, Webshop","Currywurst","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 11:10:35","2019-05-10 11:10:35","","","0","","1148","5ucfv"
"9-10","Bäcker, Sportladen","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:10:40","2019-05-10 11:10:40","","","0","","1149","lt0sj"
"Lehrer","Bäcker, Fanartikel-Shop, Sportladen","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:10:46","2019-05-10 11:10:46","","","0","","1150","pr2ab"
"9-10","Kasino, Sportladen, Webshop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Rot","PNG (Ein Bild)","2019-05-10 11:11:22","2019-05-10 11:11:22","","","0","","1151","ravsy"
"9-10","Bäcker, Sportladen, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:11:25","2019-05-10 11:11:25","","","0","","1152","ggymt"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:11:30","2019-05-10 11:11:30","","","0","","1153","4620z"
"9-10","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 11:11:56","2019-05-10 11:11:56","","","0","","1154","bgakd"
"7-8","Bäcker, Webshop","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","PNG (Ein Bild)","2019-05-10 11:15:59","2019-05-10 11:15:59","","","0","","1155","4hwgk"
"7-8","Sportladen","Currywurst","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:16:10","2019-05-10 11:16:10","","","0","","1156","o08ug"
"7-8","Fast Food-Restaurant","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:16:16","2019-05-10 11:16:16","","","0","","1157","3vkme"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:16:20","2019-05-10 11:16:20","","","0","","1158","pfc1l"
"7-8","Sportladen","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 11:16:30","2019-05-10 11:16:30","","","0","","1159","h7nxq"
